locus_tag	ftype	length_bp	gene	EC_number	COG	product
PDJKFJDK_04004	CDS	2646				hypothetical protein
PDJKFJDK_04005	CDS	2505				hypothetical protein
PDJKFJDK_04006	CDS	813				hypothetical protein
PDJKFJDK_04007	CDS	2427				hypothetical protein
PDJKFJDK_04008	CDS	1701	gatA_2	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
PDJKFJDK_04009	CDS	753	glpR		COG1349	Glycerol-3-phosphate regulon repressor
PDJKFJDK_04010	CDS	132				hypothetical protein
PDJKFJDK_04011	CDS	1155	cydB_3	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
PDJKFJDK_04012	CDS	1593	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
PDJKFJDK_04013	CDS	1644	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PDJKFJDK_04014	CDS	1626				hypothetical protein
PDJKFJDK_04015	CDS	753	aadR		COG0664	Transcriptional activatory protein AadR
PDJKFJDK_04016	CDS	327				hypothetical protein
PDJKFJDK_04017	CDS	882				hypothetical protein
PDJKFJDK_04018	CDS	663				hypothetical protein
PDJKFJDK_04019	CDS	381				hypothetical protein
PDJKFJDK_04020	CDS	858	cysL_2		COG0583	HTH-type transcriptional regulator CysL
PDJKFJDK_04021	CDS	930				hypothetical protein
PDJKFJDK_04022	CDS	1344	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
PDJKFJDK_04023	CDS	804				hypothetical protein
PDJKFJDK_04024	CDS	1149				hypothetical protein
PDJKFJDK_04025	CDS	927				hypothetical protein
PDJKFJDK_04026	CDS	576				hypothetical protein
PDJKFJDK_04027	CDS	312				hypothetical protein
PDJKFJDK_04028	CDS	2118	htpX	3.4.24.-		Protease HtpX
PDJKFJDK_04029	CDS	510				hypothetical protein
PDJKFJDK_04030	CDS	330				hypothetical protein
PDJKFJDK_04031	CDS	750				hypothetical protein
PDJKFJDK_04032	CDS	501				hypothetical protein
PDJKFJDK_04033	CDS	198				hypothetical protein
PDJKFJDK_04034	CDS	270				hypothetical protein
PDJKFJDK_04035	CDS	669				hypothetical protein
PDJKFJDK_04036	CDS	243				hypothetical protein
PDJKFJDK_04037	CDS	1239	amt			Ammonia channel
PDJKFJDK_04038	CDS	1041			COG4413	Urea transporter
PDJKFJDK_04039	CDS	936	ureD_3		COG0829	Urease accessory protein UreD
PDJKFJDK_04040	CDS	648	ureG_3		COG0378	Urease accessory protein UreG
PDJKFJDK_04041	CDS	723	ureF_3			Urease accessory protein UreF
PDJKFJDK_04042	CDS	660	ureE_2			Urease accessory protein UreE
PDJKFJDK_04043	CDS	384	crcB_2			Putative fluoride ion transporter CrcB
PDJKFJDK_04044	CDS	384	crcB_3			Putative fluoride ion transporter CrcB
PDJKFJDK_04045	CDS	1719	ureC_2	3.5.1.5		Urease subunit alpha
PDJKFJDK_04046	CDS	411	ureB	3.5.1.5	COG0832	Urease subunit beta
PDJKFJDK_04047	CDS	303	ureA2	3.5.1.5		Urease subunit gamma 2
PDJKFJDK_04048	CDS	2115	btuB_2			Vitamin B12 transporter BtuB
PDJKFJDK_04049	CDS	732				hypothetical protein
PDJKFJDK_04050	CDS	612				hypothetical protein
PDJKFJDK_04051	CDS	396				IS3 family transposase ISMra1
PDJKFJDK_04052	CDS	615				hypothetical protein
PDJKFJDK_04053	CDS	1821				hypothetical protein
PDJKFJDK_04054	CDS	1368				hypothetical protein
PDJKFJDK_04055	CDS	3111				hypothetical protein
PDJKFJDK_04056	CDS	2643				hypothetical protein
PDJKFJDK_04057	CDS	1065				hypothetical protein
PDJKFJDK_04058	CDS	1902				hypothetical protein
PDJKFJDK_04059	CDS	459				hypothetical protein
PDJKFJDK_04060	CDS	1212				hypothetical protein
PDJKFJDK_04061	CDS	162				hypothetical protein
PDJKFJDK_04062	CDS	870	ftsK_1		COG1674	DNA translocase FtsK
PDJKFJDK_04063	CDS	2115			COG1629	putative TonB-dependent receptor
PDJKFJDK_04064	CDS	1923				hypothetical protein
PDJKFJDK_04065	CDS	303				hypothetical protein
PDJKFJDK_04066	CDS	2319	ydeP_2		COG0243	Protein YdeP
PDJKFJDK_04067	CDS	1077	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
PDJKFJDK_04068	CDS	351				hypothetical protein
PDJKFJDK_04069	CDS	633	lexA_2	3.4.21.88		LexA repressor
PDJKFJDK_04070	CDS	330				hypothetical protein
PDJKFJDK_04071	CDS	216				hypothetical protein
PDJKFJDK_04072	CDS	1158	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
PDJKFJDK_04073	CDS	603	prfB_2			Peptide chain release factor 2
PDJKFJDK_04074	CDS	861	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
PDJKFJDK_04075	CDS	948	aroK	2.7.1.71		Shikimate kinase
PDJKFJDK_04076	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
PDJKFJDK_04077	CDS	2274	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
PDJKFJDK_04078	CDS	204				hypothetical protein
PDJKFJDK_04079	CDS	285				hypothetical protein
PDJKFJDK_04080	CDS	732	ompR_3			Transcriptional regulatory protein OmpR
PDJKFJDK_04081	CDS	1782	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
PDJKFJDK_04082	CDS	1020				hypothetical protein
PDJKFJDK_04083	CDS	1017	yjiA_4	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
PDJKFJDK_04084	CDS	327				hypothetical protein
PDJKFJDK_04085	CDS	882	pgdA	3.5.1.-		Peptidoglycan deacetylase
PDJKFJDK_04086	CDS	708				hypothetical protein
PDJKFJDK_04087	CDS	1197				hypothetical protein
PDJKFJDK_04088	CDS	2184	cntO_3			Metal-pseudopaline receptor CntO
PDJKFJDK_04089	CDS	501				hypothetical protein
PDJKFJDK_04090	CDS	606	yedY1_3		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
PDJKFJDK_04091	CDS	732	prmB	1.18.1.-		Propane 2-monooxygenase, reductase component
PDJKFJDK_04092	CDS	378				hypothetical protein
PDJKFJDK_04093	CDS	309				hypothetical protein
PDJKFJDK_04094	CDS	1311	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
PDJKFJDK_04095	CDS	669	cmk	2.7.4.25	COG0283	Cytidylate kinase
PDJKFJDK_04096	CDS	336				hypothetical protein
PDJKFJDK_04097	tRNA	76				tRNA-Thr(tgt)
PDJKFJDK_04098	CDS	1332				hypothetical protein
PDJKFJDK_04099	CDS	1263	tylN	2.4.1.317		O-mycaminosyltylonolide 6-deoxyallosyltransferase
PDJKFJDK_04100	CDS	777	crnA_2	3.5.2.10		Creatinine amidohydrolase
PDJKFJDK_04101	CDS	909			COG2199	putative signaling protein
PDJKFJDK_04102	CDS	417				hypothetical protein
PDJKFJDK_04103	CDS	204				hypothetical protein
PDJKFJDK_04104	CDS	1311	oxlT_5			Oxalate:formate antiporter
PDJKFJDK_04105	CDS	765	yisK		COG0179	putative protein YisK
PDJKFJDK_04106	CDS	1008				hypothetical protein
PDJKFJDK_04107	CDS	1581	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
PDJKFJDK_04108	CDS	282				hypothetical protein
PDJKFJDK_04109	CDS	255				hypothetical protein
PDJKFJDK_04110	CDS	279				hypothetical protein
PDJKFJDK_04111	CDS	1203				hypothetical protein
PDJKFJDK_04112	CDS	903	gcvA			Glycine cleavage system transcriptional activator
PDJKFJDK_04113	CDS	390				hypothetical protein
PDJKFJDK_04114	CDS	891	mcl2	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
PDJKFJDK_04115	CDS	399				hypothetical protein
PDJKFJDK_04116	CDS	675	vldH	3.1.3.101		Validoxylamine A 7'-phosphate phosphatase
PDJKFJDK_04117	CDS	1413				hypothetical protein
PDJKFJDK_04118	CDS	636				hypothetical protein
PDJKFJDK_04119	CDS	963	dmlR_5			HTH-type transcriptional regulator DmlR
PDJKFJDK_04120	CDS	930	mhqO	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqO
PDJKFJDK_04121	CDS	630	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
PDJKFJDK_04122	CDS	966				hypothetical protein
PDJKFJDK_04123	CDS	228				hypothetical protein
PDJKFJDK_04124	CDS	3480	smc_1			Chromosome partition protein Smc
PDJKFJDK_04125	CDS	372	rpsL		COG0048	30S ribosomal protein S12
PDJKFJDK_04126	CDS	471	rpsG		COG0049	30S ribosomal protein S7
PDJKFJDK_04127	CDS	2076	fusA		COG0480	Elongation factor G
PDJKFJDK_04128	CDS	1035	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
PDJKFJDK_04129	tRNA	76				tRNA-Glu(ctc)
PDJKFJDK_04130	CDS	1032	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
PDJKFJDK_04131	CDS	450				hypothetical protein
PDJKFJDK_04132	CDS	213				hypothetical protein
PDJKFJDK_04133	CDS	2007				hypothetical protein
PDJKFJDK_04134	CDS	894	rpoH_2		COG0568	RNA polymerase sigma factor RpoH
PDJKFJDK_04135	CDS	1476				hypothetical protein
PDJKFJDK_04136	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
PDJKFJDK_04137	CDS	318				hypothetical protein
PDJKFJDK_04138	CDS	858	dat	2.6.1.21		D-alanine aminotransferase
PDJKFJDK_04139	CDS	1308	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
PDJKFJDK_04140	CDS	621				hypothetical protein
PDJKFJDK_04141	CDS	363				hypothetical protein
PDJKFJDK_04142	CDS	2346	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
PDJKFJDK_04143	CDS	615				hypothetical protein
PDJKFJDK_04144	CDS	684	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
PDJKFJDK_04145	CDS	762	cbbY	3.1.3.-	COG0637	Protein CbbY
PDJKFJDK_04146	CDS	1140				hypothetical protein
PDJKFJDK_04147	CDS	861				hypothetical protein
PDJKFJDK_04148	CDS	1377				hypothetical protein
PDJKFJDK_04149	CDS	1143				hypothetical protein
PDJKFJDK_04150	CDS	315				hypothetical protein
PDJKFJDK_04151	CDS	705				hypothetical protein
PDJKFJDK_04152	CDS	747			COG0217	putative transcriptional regulatory protein
PDJKFJDK_04153	CDS	897				hypothetical protein
PDJKFJDK_04154	CDS	861	prkA	2.7.1.19	COG3954	Phosphoribulokinase 1
PDJKFJDK_04155	CDS	1047	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
PDJKFJDK_04156	CDS	990	cmpR		COG0583	HTH-type transcriptional activator CmpR
PDJKFJDK_04157	CDS	1230	thcD_1	1.18.1.-		Rhodocoxin reductase
PDJKFJDK_04158	CDS	279				hypothetical protein
PDJKFJDK_04159	CDS	504				hypothetical protein
PDJKFJDK_04160	CDS	177				hypothetical protein
PDJKFJDK_04161	CDS	981	cysK_2	2.5.1.47	COG0031	Cysteine synthase
PDJKFJDK_04162	CDS	393				hypothetical protein
PDJKFJDK_04163	CDS	366				hypothetical protein
PDJKFJDK_04164	CDS	165				hypothetical protein
PDJKFJDK_04165	CDS	1068	hmp	1.14.12.17		Flavohemoprotein
PDJKFJDK_04166	CDS	474	nsrR_2		COG1959	HTH-type transcriptional repressor NsrR
PDJKFJDK_04167	CDS	1374	pleD_2			Response regulator PleD
PDJKFJDK_04168	CDS	381	divK_2			Polar-differentiation response regulator DivK
PDJKFJDK_04169	CDS	297				hypothetical protein
PDJKFJDK_04170	CDS	627	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
PDJKFJDK_04171	CDS	642	yceI		COG2353	Protein YceI
PDJKFJDK_04172	CDS	570	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
PDJKFJDK_04173	CDS	981		1.3.1.103		2-haloacrylate reductase
PDJKFJDK_04174	CDS	573				hypothetical protein
PDJKFJDK_04175	CDS	738	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
PDJKFJDK_04176	CDS	1236		2.7.2.4	COG0527	Aspartate kinase
PDJKFJDK_04177	CDS	2262	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
PDJKFJDK_04178	CDS	660				hypothetical protein
PDJKFJDK_04179	CDS	1086	prfA		COG0216	Peptide chain release factor RF1
PDJKFJDK_04180	CDS	891	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
PDJKFJDK_04181	CDS	1227				hypothetical protein
PDJKFJDK_04182	CDS	1794				hypothetical protein
PDJKFJDK_04183	CDS	1899				hypothetical protein
PDJKFJDK_04184	CDS	1383	flgE_2		COG1749	Flagellar hook protein FlgE
PDJKFJDK_04185	CDS	468				hypothetical protein
PDJKFJDK_04186	CDS	453	cheY_3		COG0784	Chemotaxis protein CheY
PDJKFJDK_04187	CDS	156				hypothetical protein
PDJKFJDK_04188	CDS	300				hypothetical protein
PDJKFJDK_04189	CDS	165				hypothetical protein
PDJKFJDK_04190	CDS	1023	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
PDJKFJDK_04191	CDS	153				hypothetical protein
PDJKFJDK_04192	CDS	258				hypothetical protein
PDJKFJDK_04193	CDS	798				hypothetical protein
PDJKFJDK_04194	CDS	420				hypothetical protein
PDJKFJDK_04195	CDS	189				hypothetical protein
PDJKFJDK_04196	CDS	144				hypothetical protein
PDJKFJDK_04197	CDS	267				hypothetical protein
PDJKFJDK_04198	CDS	1047	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
PDJKFJDK_04199	CDS	447	rcp1			Response regulator rcp1
PDJKFJDK_04200	CDS	1899	sasA_12	2.7.-.-		Adaptive-response sensory-kinase SasA
PDJKFJDK_04201	CDS	921				hypothetical protein
PDJKFJDK_04202	CDS	1923				hypothetical protein
PDJKFJDK_04203	CDS	921				hypothetical protein
PDJKFJDK_04204	CDS	1104				hypothetical protein
PDJKFJDK_04205	CDS	1065				hypothetical protein
PDJKFJDK_04206	tRNA	75				tRNA-Thr(ggt)
PDJKFJDK_04207	CDS	267	rpsT		COG0268	30S ribosomal protein S20
PDJKFJDK_04208	CDS	204				hypothetical protein
PDJKFJDK_04209	CDS	1506	dnaA			Chromosomal replication initiator protein DnaA
PDJKFJDK_04210	CDS	1122	dnaN			Beta sliding clamp
PDJKFJDK_04211	CDS	1155	recF		COG1195	DNA replication and repair protein RecF
PDJKFJDK_04212	CDS	1848	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
PDJKFJDK_04213	CDS	687				hypothetical protein
PDJKFJDK_04214	CDS	2202	recD2_3	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
PDJKFJDK_04215	CDS	1185				hypothetical protein
PDJKFJDK_04216	CDS	2226	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
PDJKFJDK_04217	CDS	237			COG0271	putative protein RP812
PDJKFJDK_04218	CDS	336	grxD		COG0278	Glutaredoxin 4
PDJKFJDK_04219	CDS	903	trxB_3	1.8.1.9	COG0492	Thioredoxin reductase
PDJKFJDK_04220	CDS	885		3.1.1.99		6-deoxy-6-sulfogluconolactonase
PDJKFJDK_04221	CDS	216				hypothetical protein
PDJKFJDK_04222	CDS	837				hypothetical protein
PDJKFJDK_04223	CDS	360				hypothetical protein
PDJKFJDK_04224	CDS	876				hypothetical protein
PDJKFJDK_04225	CDS	924	csgG		COG1462	Curli production assembly/transport component CsgG
PDJKFJDK_04226	CDS	444				hypothetical protein
PDJKFJDK_04227	CDS	651				hypothetical protein
PDJKFJDK_04228	CDS	336				hypothetical protein
PDJKFJDK_04229	CDS	1137				hypothetical protein
PDJKFJDK_04230	CDS	564				hypothetical protein
PDJKFJDK_04231	CDS	618				hypothetical protein
PDJKFJDK_04232	CDS	348				hypothetical protein
PDJKFJDK_04233	CDS	2046	rcsC_20	2.7.13.3		Sensor histidine kinase RcsC
PDJKFJDK_04234	CDS	1527	kaiC_2	2.7.11.1	COG0467	Circadian clock protein kinase KaiC
PDJKFJDK_04235	CDS	1206				hypothetical protein
PDJKFJDK_04236	CDS	999	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
PDJKFJDK_04237	CDS	669	rspR_4		COG1802	HTH-type transcriptional repressor RspR
PDJKFJDK_04238	CDS	765				hypothetical protein
PDJKFJDK_04239	CDS	471				hypothetical protein
PDJKFJDK_04240	CDS	1647	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
PDJKFJDK_04241	CDS	309	mdcC			Malonate decarboxylase acyl carrier protein
PDJKFJDK_04242	CDS	933	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
PDJKFJDK_04243	CDS	717				hypothetical protein
PDJKFJDK_04244	CDS	660	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
PDJKFJDK_04245	CDS	861	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
PDJKFJDK_04246	CDS	924	fabD_2	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
PDJKFJDK_04247	CDS	204				hypothetical protein
PDJKFJDK_04248	tRNA	77				tRNA-Met(cat)
PDJKFJDK_04249	CDS	1242	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
PDJKFJDK_04250	CDS	648	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
PDJKFJDK_04251	CDS	369				hypothetical protein
PDJKFJDK_04252	CDS	309	ihfB_1		COG0776	Integration host factor subunit beta
PDJKFJDK_04253	CDS	969				hypothetical protein
PDJKFJDK_04254	CDS	1326				hypothetical protein
PDJKFJDK_04255	CDS	1713	rpsA		COG0539	30S ribosomal protein S1
PDJKFJDK_04256	CDS	705	rlmB_2	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
PDJKFJDK_04257	tRNA	75				tRNA-Glu(ttc)
PDJKFJDK_04258	CDS	111				hypothetical protein
PDJKFJDK_04259	CDS	372			COG3039	IS5 family transposase ISMex42
PDJKFJDK_04260	CDS	333				hypothetical protein
PDJKFJDK_04261	CDS	264				hypothetical protein
PDJKFJDK_04262	CDS	630				hypothetical protein
PDJKFJDK_04263	CDS	300				hypothetical protein
PDJKFJDK_04264	CDS	912				hypothetical protein
PDJKFJDK_04265	CDS	1788				hypothetical protein
PDJKFJDK_04266	CDS	291				hypothetical protein
PDJKFJDK_04267	CDS	645				hypothetical protein
PDJKFJDK_04268	CDS	783				hypothetical protein
PDJKFJDK_04269	tRNA	74				tRNA-Pro(cgg)
PDJKFJDK_04270	CDS	234				hypothetical protein
PDJKFJDK_04271	CDS	453	ros_3		COG4957	Transcriptional regulatory protein ros
PDJKFJDK_04272	CDS	1443				hypothetical protein
PDJKFJDK_04273	CDS	222				hypothetical protein
PDJKFJDK_04274	CDS	144				hypothetical protein
PDJKFJDK_04275	CDS	357				hypothetical protein
PDJKFJDK_04276	CDS	297				hypothetical protein
PDJKFJDK_04277	CDS	771				hypothetical protein
PDJKFJDK_04278	CDS	402				hypothetical protein
PDJKFJDK_04279	CDS	228				hypothetical protein
PDJKFJDK_04280	CDS	732				hypothetical protein
PDJKFJDK_04281	CDS	1749				hypothetical protein
PDJKFJDK_04282	CDS	357				hypothetical protein
PDJKFJDK_04283	CDS	444				hypothetical protein
PDJKFJDK_04284	CDS	1101	recD2_4	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
PDJKFJDK_04285	CDS	192				hypothetical protein
PDJKFJDK_04286	CDS	468				hypothetical protein
PDJKFJDK_04287	CDS	465				hypothetical protein
PDJKFJDK_04288	CDS	255				hypothetical protein
PDJKFJDK_04289	CDS	555				hypothetical protein
PDJKFJDK_04290	CDS	663				hypothetical protein
PDJKFJDK_04291	CDS	255				hypothetical protein
PDJKFJDK_04292	CDS	1200	xerC_9			Tyrosine recombinase XerC
PDJKFJDK_04293	CDS	1764	xerC_10			Tyrosine recombinase XerC
PDJKFJDK_04294	CDS	708				hypothetical protein
PDJKFJDK_04295	CDS	3360				hypothetical protein
PDJKFJDK_04296	CDS	213				hypothetical protein
PDJKFJDK_04297	CDS	1455	xseA_2	3.1.11.6		Exodeoxyribonuclease 7 large subunit
PDJKFJDK_04298	CDS	954				hypothetical protein
PDJKFJDK_04299	CDS	1917				hypothetical protein
PDJKFJDK_04300	CDS	369				hypothetical protein
PDJKFJDK_04301	CDS	570				hypothetical protein
PDJKFJDK_04302	CDS	312				hypothetical protein
PDJKFJDK_04303	CDS	801				hypothetical protein
PDJKFJDK_04304	CDS	585				hypothetical protein
PDJKFJDK_04305	CDS	552	xerD_2			Tyrosine recombinase XerD
PDJKFJDK_04306	CDS	99				hypothetical protein
PDJKFJDK_04307	CDS	249				hypothetical protein
PDJKFJDK_04308	CDS	1830				hypothetical protein
PDJKFJDK_04309	CDS	642				hypothetical protein
PDJKFJDK_04310	CDS	6045				hypothetical protein
PDJKFJDK_04311	CDS	1377				hypothetical protein
PDJKFJDK_04312	CDS	1353				hypothetical protein
PDJKFJDK_04313	CDS	1380				hypothetical protein
PDJKFJDK_04314	CDS	615				hypothetical protein
PDJKFJDK_04315	CDS	786				hypothetical protein
PDJKFJDK_04316	CDS	552				hypothetical protein
PDJKFJDK_04317	CDS	1101		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
PDJKFJDK_04318	CDS	840		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
PDJKFJDK_04319	CDS	1113				hypothetical protein
PDJKFJDK_04320	CDS	1056				hypothetical protein
PDJKFJDK_04321	CDS	600				hypothetical protein
PDJKFJDK_04322	CDS	2265		1.2.5.2		Membrane-bound aldehyde dehydrogenase [pyrroloquinoline-quinone]
PDJKFJDK_04323	CDS	483	iorA_3	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
PDJKFJDK_04324	CDS	1020				Zinc-type alcohol dehydrogenase-like protein
PDJKFJDK_04325	CDS	426				hypothetical protein
PDJKFJDK_04326	CDS	246				IS3 family transposase ISMlo4
PDJKFJDK_04327	tRNA	90				tRNA-Ser(cga)
PDJKFJDK_04328	CDS	1314	rarA		COG2256	Replication-associated recombination protein A
PDJKFJDK_04329	CDS	1494		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
PDJKFJDK_04330	CDS	1248	dnaK_2		COG0443	Chaperone protein DnaK
PDJKFJDK_04331	CDS	1422				hypothetical protein
PDJKFJDK_04332	CDS	726	gph_2	3.1.3.18		Phosphoglycolate phosphatase
PDJKFJDK_04333	CDS	804				hypothetical protein
PDJKFJDK_04334	CDS	138				hypothetical protein
PDJKFJDK_04335	CDS	1533	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
PDJKFJDK_04336	CDS	555				hypothetical protein
PDJKFJDK_04337	tRNA	75				tRNA-Val(cac)
PDJKFJDK_04338	CDS	648				hypothetical protein
PDJKFJDK_04339	CDS	1020	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
PDJKFJDK_04340	CDS	654				hypothetical protein
PDJKFJDK_04341	CDS	873				hypothetical protein
PDJKFJDK_04342	CDS	1299	ccr	1.3.1.85	COG0604	Crotonyl-CoA carboxylase/reductase
PDJKFJDK_04343	CDS	1473	katA_2	1.11.1.6		Catalase
PDJKFJDK_04344	CDS	2067	ecm	5.4.99.63	COG1884	Ethylmalonyl-CoA mutase
PDJKFJDK_04345	CDS	168				hypothetical protein
PDJKFJDK_04346	CDS	747	fabG_7	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PDJKFJDK_04347	CDS	330				hypothetical protein
PDJKFJDK_04348	CDS	1062	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
PDJKFJDK_04349	CDS	174				hypothetical protein
PDJKFJDK_04350	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
PDJKFJDK_04351	CDS	618	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
PDJKFJDK_04352	CDS	990		3.6.-.-	COG1703	putative GTPase
PDJKFJDK_04353	CDS	1035				hypothetical protein
PDJKFJDK_04354	CDS	348				hypothetical protein
PDJKFJDK_04355	CDS	1881	dapb3	3.4.14.-		Dipeptidyl aminopeptidase BIII
PDJKFJDK_04356	CDS	984				hypothetical protein
PDJKFJDK_04357	CDS	255				hypothetical protein
PDJKFJDK_04358	CDS	1248	sbcD		COG0420	Nuclease SbcCD subunit D
PDJKFJDK_04359	CDS	3747				hypothetical protein
PDJKFJDK_04360	CDS	1260	nasA_2			Nitrate transporter
PDJKFJDK_04361	CDS	768				hypothetical protein
PDJKFJDK_04362	CDS	228				hypothetical protein
PDJKFJDK_04363	CDS	894				hypothetical protein
PDJKFJDK_04364	CDS	954	ftsK_2		COG1674	DNA translocase FtsK
PDJKFJDK_04365	CDS	948	lolA			Outer-membrane lipoprotein carrier protein
PDJKFJDK_04366	CDS	1740			COG2199	putative signaling protein
PDJKFJDK_04367	CDS	447				hypothetical protein
PDJKFJDK_04368	CDS	810	xthA_2	3.1.11.2	COG0708	Exodeoxyribonuclease III
PDJKFJDK_04369	CDS	114				hypothetical protein
PDJKFJDK_04370	CDS	1467	yhdG_3		COG0531	putative amino acid permease YhdG
PDJKFJDK_04371	CDS	333				hypothetical protein
PDJKFJDK_04372	CDS	270	rpsO		COG0184	30S ribosomal protein S15
PDJKFJDK_04373	CDS	2388	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
PDJKFJDK_04374	CDS	2268	bfrD_2		COG4774	putative TonB-dependent receptor BfrD
PDJKFJDK_04375	CDS	642	gst	2.5.1.18	COG0625	Glutathione S-transferase GST-4.5
PDJKFJDK_04376	CDS	234				hypothetical protein
PDJKFJDK_04377	CDS	492				hypothetical protein
PDJKFJDK_04378	CDS	360	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
